Tahun Pembuatan,Tanggal ,CO,HC,Usia Kendaraan,Euro,Baku Mutu CO,Baku Mutu HC,CO_ratio,HC_ratio,segmen_tahun,alpha,Koreksi_CO,Koreksi_HC,LULUS/TIDAK
2010,09/12/2023,3.17,275,13,EURO2,4,1800,0.7925,0.152777778,2010-2016,0.2,-0.0415,-0.169444444,TRUE
2010,17/09/2023,1.61,972,13,EURO2,4,1800,0.4025,0.54,2010-2016,0.2,-0.1195,-0.092,TRUE
2010,25/08/2023,0.03,161,13,EURO2,4,1800,0.0075,0.089444444,2010-2016,0.2,-0.1985,-0.182111111,TRUE
2010,25/11/2023,0.7,101,13,EURO2,4,1800,0.175,0.056111111,2010-2016,0.2,-0.165,-0.188777778,TRUE
2010,06/09/2023,7.66,355,13,EURO2,4,1800,1.915,0.197222222,2010-2016,0.2,0.183,-0.160555556,FALSE
2010,12/09/2023,4.49,546,13,EURO2,4,1800,1.1225,0.303333333,2010-2016,0.2,0.0245,-0.139333333,FALSE
2010,31/08/2023,4.99,885,13,EURO2,4,1800,1.2475,0.491666667,2010-2016,0.2,0.0495,-0.101666667,FALSE
2010,17/09/2023,3.99,327,13,EURO2,4,1800,0.9975,0.181666667,2010-2016,0.2,-0.0005,-0.163666667,TRUE
2010,17/09/2023,2.91,745,13,EURO2,4,1800,0.7275,0.413888889,2010-2016,0.2,-0.0545,-0.117222222,TRUE
2010,18/08/2024,2.57,430,14,EURO2,4,1800,0.6425,0.238888889,2010-2016,0.2,-0.0715,-0.152222222,TRUE
2010,14/12/2023,2.27,117,13,EURO2,4,1800,0.5675,0.065,2010-2016,0.2,-0.0865,-0.187,TRUE
2010,25/08/2023,4.08,8713,13,EURO2,4,1800,1.02,4.840555556,2010-2016,0.2,0.004,0.768111111,FALSE
2010,15/10/2023,14.7,129,13,EURO2,4,1800,3.675,0.071666667,2010-2016,0.2,0.535,-0.185666667,FALSE
2010,08/09/2023,4.43,1060,13,EURO2,4,1800,1.1075,0.588888889,2010-2016,0.2,0.0215,-0.082222222,FALSE
2010,19/08/2024,2.31,781,14,EURO2,4,1800,0.5775,0.433888889,2010-2016,0.2,-0.0845,-0.113222222,TRUE
2010,05/09/2023,0.03,221,13,EURO2,4,1800,0.0075,0.122777778,2010-2016,0.2,-0.1985,-0.175444444,TRUE
2010,25/08/2023,7.04,324,13,EURO2,4,1800,1.76,0.18,2010-2016,0.2,0.152,-0.164,FALSE
2010,15/11/2023,1.15,191,13,EURO2,4,1800,0.2875,0.106111111,2010-2016,0.2,-0.1425,-0.178777778,TRUE
2010,09/09/2023,0.48,272,13,EURO2,4,1800,0.12,0.151111111,2010-2016,0.2,-0.176,-0.169777778,TRUE
2010,05/09/2023,7.88,98,13,EURO2,4,1800,1.97,0.054444444,2010-2016,0.2,0.194,-0.189111111,FALSE
2010,05/08/2023,4.13,220,13,EURO2,4,1800,1.0325,0.122222222,2010-2016,0.2,0.0065,-0.175555556,FALSE
2010,06/09/2023,6.17,1860,13,EURO2,4,1800,1.5425,1.033333333,2010-2016,0.2,0.1085,0.006666667,FALSE
2010,07/10/2023,0.28,365,13,EURO2,4,1800,0.07,0.202777778,2010-2016,0.2,-0.186,-0.159444444,TRUE
2010,30/07/2024,6.15,173,14,EURO2,4,1800,1.5375,0.096111111,2010-2016,0.2,0.1075,-0.180777778,FALSE
2010,26/08/2023,2.28,1997,13,EURO2,4,1800,0.57,1.109444444,2010-2016,0.2,-0.086,0.021888889,FALSE
2010,01/09/2023,3.6,612,13,EURO2,4,1800,0.9,0.34,2010-2016,0.2,-0.02,-0.132,TRUE
2010,30/08/2023,3.62,201,13,EURO2,4,1800,0.905,0.111666667,2010-2016,0.2,-0.019,-0.177666667,TRUE
2010,22/09/2023,4.11,1431,13,EURO2,4,1800,1.0275,0.795,2010-2016,0.2,0.0055,-0.041,FALSE
2010,06/07/2023,2.98,791,13,EURO2,4,1800,0.745,0.439444444,2010-2016,0.2,-0.051,-0.112111111,TRUE
2010,03/09/2023,0.05,129,13,EURO2,4,1800,0.0125,0.071666667,2010-2016,0.2,-0.1975,-0.185666667,TRUE
2010,01/11/2023,0.87,243,13,EURO2,4,1800,0.2175,0.135,2010-2016,0.2,-0.1565,-0.173,TRUE
2010,04/07/2024,2.95,519,14,EURO2,4,1800,0.7375,0.288333333,2010-2016,0.2,-0.0525,-0.142333333,TRUE
2010,09/11/2023,0.38,1183,13,EURO2,4,1800,0.095,0.657222222,2010-2016,0.2,-0.181,-0.068555556,TRUE
2010,12/09/2023,4.51,3460,13,EURO2,4,1800,1.1275,1.922222222,2010-2016,0.2,0.0255,0.184444444,FALSE
2010,30/08/2023,3.66,689,13,EURO2,4,1800,0.915,0.382777778,2010-2016,0.2,-0.017,-0.123444444,TRUE
2010,23/12/2024,8.62,1014,14,EURO2,4,1800,2.155,0.563333333,2010-2016,0.2,0.231,-0.087333333,FALSE
2010,19/02/2024,1.57,327,14,EURO2,4,1800,0.3925,0.181666667,2010-2016,0.2,-0.1215,-0.163666667,TRUE
2010,06/09/2023,0.69,78,13,EURO2,4,1800,0.1725,0.043333333,2010-2016,0.2,-0.1655,-0.191333333,TRUE
2010,25/11/2024,7.52,1011,14,EURO2,4,1800,1.88,0.561666667,2010-2016,0.2,0.176,-0.087666667,FALSE
2010,05/09/2023,3.62,285,13,EURO2,4,1800,0.905,0.158333333,2010-2016,0.2,-0.019,-0.168333333,TRUE
2010,09/09/2023,0,356,13,EURO2,4,1800,0,0.197777778,2010-2016,0.2,-0.2,-0.160444444,TRUE
2010,03/10/2023,0.03,221,13,EURO2,4,1800,0.0075,0.122777778,2010-2016,0.2,-0.1985,-0.175444444,TRUE
2010,23/08/2023,0.06,84,13,EURO2,4,1800,0.015,0.046666667,2010-2016,0.2,-0.197,-0.190666667,TRUE
2010,14/10/2023,3.08,1350,13,EURO2,4,1800,0.77,0.75,2010-2016,0.2,-0.046,-0.05,TRUE
2010,02/10/2023,6.98,789,13,EURO2,4,1800,1.745,0.438333333,2010-2016,0.2,0.149,-0.112333333,FALSE
2010,29/08/2023,2.38,321,13,EURO2,4,1800,0.595,0.178333333,2010-2016,0.2,-0.081,-0.164333333,TRUE
2010,14/11/2023,10,1168,13,EURO2,4,1800,2.5,0.648888889,2010-2016,0.2,0.3,-0.070222222,FALSE
2010,07/12/2023,0.38,851,13,EURO2,4,1800,0.095,0.472777778,2010-2016,0.2,-0.181,-0.105444444,TRUE
2010,12/12/2023,3.3,686,13,EURO2,4,1800,0.825,0.381111111,2010-2016,0.2,-0.035,-0.123777778,TRUE
2010,07/09/2023,5.74,2768,13,EURO2,4,1800,1.435,1.537777778,2010-2016,0.2,0.087,0.107555556,FALSE
2010,07/11/2023,34.32,778,13,EURO2,4,1800,8.58,0.432222222,2010-2016,0.2,1.516,-0.113555556,FALSE
2010,01/09/2023,7.03,146,13,EURO2,4,1800,1.7575,0.081111111,2010-2016,0.2,0.1515,-0.183777778,FALSE
2010,27/10/2023,2.23,499,13,EURO2,4,1800,0.5575,0.277222222,2010-2016,0.2,-0.0885,-0.144555556,TRUE
2010,13/09/2023,4.74,1795,13,EURO2,4,1800,1.185,0.997222222,2010-2016,0.2,0.037,-0.000555556,FALSE
2010,26/09/2023,8.28,120,13,EURO2,4,1800,2.07,0.066666667,2010-2016,0.2,0.214,-0.186666667,FALSE
2010,07/10/2024,1.12,118,14,EURO2,4,1800,0.28,0.065555556,2010-2016,0.2,-0.144,-0.186888889,TRUE
2010,28/08/2023,0.8,1980,13,EURO2,4,1800,0.2,1.1,2010-2016,0.2,-0.16,0.02,FALSE
2010,21/03/2025,2.64,362,15,EURO2,4,1800,0.66,0.201111111,2010-2016,0.2,-0.068,-0.159777778,TRUE
2011,31/08/2023,1.4,1196,12,EURO2,4,1800,0.35,0.664444444,2010-2016,0.2,-0.13,-0.067111111,TRUE
2011,28/08/2024,0.47,47,13,EURO2,4,1800,0.1175,0.026111111,2010-2016,0.2,-0.1765,-0.194777778,TRUE
2011,14/05/2024,4.7,292,13,EURO2,4,1800,1.175,0.162222222,2010-2016,0.2,0.035,-0.167555556,FALSE
2011,08/04/2024,0,408,13,EURO2,4,1800,0,0.226666667,2010-2016,0.2,-0.2,-0.154666667,TRUE
2011,27/03/2024,0.26,592,13,EURO2,4,1800,0.065,0.328888889,2010-2016,0.2,-0.187,-0.134222222,TRUE
2011,29/08/2023,0.51,327,12,EURO2,4,1800,0.1275,0.181666667,2010-2016,0.2,-0.1745,-0.163666667,TRUE
2011,20/06/2024,0.32,589,13,EURO2,4,1800,0.08,0.327222222,2010-2016,0.2,-0.184,-0.134555556,TRUE
2011,27/10/2023,0.03,396,12,EURO2,4,1800,0.0075,0.22,2010-2016,0.2,-0.1985,-0.156,TRUE
2011,01/09/2023,4.09,491,12,EURO2,4,1800,1.0225,0.272777778,2010-2016,0.2,0.0045,-0.145444444,FALSE
2011,13/09/2023,6.4,193,12,EURO2,4,1800,1.6,0.107222222,2010-2016,0.2,0.12,-0.178555556,FALSE
2011,04/09/2023,8.2,1120,12,EURO2,4,1800,2.05,0.622222222,2010-2016,0.2,0.21,-0.075555556,FALSE
2011,12/09/2023,3.97,542,12,EURO2,4,1800,0.9925,0.301111111,2010-2016,0.2,-0.0015,-0.139777778,TRUE
2011,05/07/2023,4.31,174,12,EURO2,4,1800,1.0775,0.096666667,2010-2016,0.2,0.0155,-0.180666667,FALSE
2011,03/09/2023,3.56,409,12,EURO2,4,1800,0.89,0.227222222,2010-2016,0.2,-0.022,-0.154555556,TRUE
2011,30/08/2023,4.21,528,12,EURO2,4,1800,1.0525,0.293333333,2010-2016,0.2,0.0105,-0.141333333,FALSE
2011,31/08/2023,0,479,12,EURO2,4,1800,0,0.266111111,2010-2016,0.2,-0.2,-0.146777778,TRUE
2011,24/11/2023,8.2,632,12,EURO2,4,1800,2.05,0.351111111,2010-2016,0.2,0.21,-0.129777778,FALSE
2011,01/09/2023,3.62,785,12,EURO2,4,1800,0.905,0.436111111,2010-2016,0.2,-0.019,-0.112777778,TRUE
2011,29/08/2023,19.8,893,12,EURO2,4,1800,4.95,0.496111111,2010-2016,0.2,0.79,-0.100777778,FALSE
2011,22/10/2023,1.92,425,12,EURO2,4,1800,0.48,0.236111111,2010-2016,0.2,-0.104,-0.152777778,TRUE
2011,10/09/2023,2.3,419,12,EURO2,4,1800,0.575,0.232777778,2010-2016,0.2,-0.085,-0.153444444,TRUE
2011,02/09/2023,0.64,1216,12,EURO2,4,1800,0.16,0.675555556,2010-2016,0.2,-0.168,-0.064888889,TRUE
2011,17/12/2024,1.19,786,13,EURO2,4,1800,0.2975,0.436666667,2010-2016,0.2,-0.1405,-0.112666667,TRUE
2011,20/02/2025,9.99,2279,14,EURO2,4,1800,2.4975,1.266111111,2010-2016,0.2,0.2995,0.053222222,FALSE
2011,14/02/2023,4,956,12,EURO2,4,1800,1,0.531111111,2010-2016,0.2,0,-0.093777778,FALSE
2011,06/09/2024,1.5,231,13,EURO2,4,1800,0.375,0.128333333,2010-2016,0.2,-0.125,-0.174333333,TRUE
2011,13/09/2023,0.81,196,12,EURO2,4,1800,0.2025,0.108888889,2010-2016,0.2,-0.1595,-0.178222222,TRUE
2011,29/08/2023,5.68,273,12,EURO2,4,1800,1.42,0.151666667,2010-2016,0.2,0.084,-0.169666667,FALSE
2011,05/09/2023,4.6,101,12,EURO2,4,1800,1.15,0.056111111,2010-2016,0.2,0.03,-0.188777778,FALSE
2011,29/08/2023,1.07,1988,12,EURO2,4,1800,0.2675,1.104444444,2010-2016,0.2,-0.1465,0.020888889,FALSE
2011,11/09/2024,6.91,2737,13,EURO2,4,1800,1.7275,1.520555556,2010-2016,0.2,0.1455,0.104111111,FALSE
2011,27/06/2023,3.88,409,12,EURO2,4,1800,0.97,0.227222222,2010-2016,0.2,-0.006,-0.154555556,TRUE
2011,10/09/2024,2.08,2170,13,EURO2,4,1800,0.52,1.205555556,2010-2016,0.2,-0.096,0.041111111,FALSE
2011,21/03/2023,3.06,142,12,EURO2,4,1800,0.765,0.078888889,2010-2016,0.2,-0.047,-0.184222222,TRUE
2011,06/09/2023,2.77,197,12,EURO2,4,1800,0.6925,0.109444444,2010-2016,0.2,-0.0615,-0.178111111,TRUE
2011,05/09/2023,0,610,12,EURO2,4,1800,0,0.338888889,2010-2016,0.2,-0.2,-0.132222222,TRUE
2011,07/09/2023,3.84,255,12,EURO2,4,1800,0.96,0.141666667,2010-2016,0.2,-0.008,-0.171666667,TRUE
2011,25/08/2023,1.9,231,12,EURO2,4,1800,0.475,0.128333333,2010-2016,0.2,-0.105,-0.174333333,TRUE
2011,29/05/2023,0.38,308,12,EURO2,4,1800,0.095,0.171111111,2010-2016,0.2,-0.181,-0.165777778,TRUE
2011,21/02/2023,1.9,965,12,EURO2,4,1800,0.475,0.536111111,2010-2016,0.2,-0.105,-0.092777778,TRUE
2011,07/09/2023,10.8,353,12,EURO2,4,1800,2.7,0.196111111,2010-2016,0.2,0.34,-0.160777778,FALSE
2011,30/08/2023,2.52,698,12,EURO2,4,1800,0.63,0.387777778,2010-2016,0.2,-0.074,-0.122444444,TRUE
2011,10/09/2023,4.03,196,12,EURO2,4,1800,1.0075,0.108888889,2010-2016,0.2,0.0015,-0.178222222,FALSE
2011,14/09/2023,0.62,267,12,EURO2,4,1800,0.155,0.148333333,2010-2016,0.2,-0.169,-0.170333333,TRUE
2011,31/08/2023,4.35,928,12,EURO2,4,1800,1.0875,0.515555556,2010-2016,0.2,0.0175,-0.096888889,FALSE
2011,05/09/2023,0.34,1440,12,EURO2,4,1800,0.085,0.8,2010-2016,0.2,-0.183,-0.04,TRUE
2011,26/10/2023,2.67,591,12,EURO2,4,1800,0.6675,0.328333333,2010-2016,0.2,-0.0665,-0.134333333,TRUE
2011,10/10/2024,1.76,148,13,EURO2,4,1800,0.44,0.082222222,2010-2016,0.2,-0.112,-0.183555556,TRUE
2011,04/09/2023,3.29,9.1,12,EURO2,4,1800,0.8225,0.005055556,2010-2016,0.2,-0.0355,-0.198988889,TRUE
2011,01/09/2023,0,1275,12,EURO2,4,1800,0,0.708333333,2010-2016,0.2,-0.2,-0.058333333,TRUE
2011,24/11/2023,1.5,61,12,EURO2,4,1800,0.375,0.033888889,2010-2016,0.2,-0.125,-0.193222222,TRUE
2011,29/08/2023,2.63,55,12,EURO2,4,1800,0.6575,0.030555556,2010-2016,0.2,-0.0685,-0.193888889,TRUE
2011,10/08/2023,1.63,161,12,EURO2,4,1800,0.4075,0.089444444,2010-2016,0.2,-0.1185,-0.182111111,TRUE
2011,07/11/2023,0.11,1248,12,EURO2,4,1800,0.0275,0.693333333,2010-2016,0.2,-0.1945,-0.061333333,TRUE
2011,05/09/2023,3.05,350,12,EURO2,4,1800,0.7625,0.194444444,2010-2016,0.2,-0.0475,-0.161111111,TRUE
2011,28/09/2023,1.88,1257,12,EURO2,4,1800,0.47,0.698333333,2010-2016,0.2,-0.106,-0.060333333,TRUE
2011,04/09/2023,4.47,555,12,EURO2,4,1800,1.1175,0.308333333,2010-2016,0.2,0.0235,-0.138333333,FALSE
2011,05/09/2023,0.61,920,12,EURO2,4,1800,0.1525,0.511111111,2010-2016,0.2,-0.1695,-0.097777778,TRUE
2011,14/12/2023,0.61,772,12,EURO2,4,1800,0.1525,0.428888889,2010-2016,0.2,-0.1695,-0.114222222,TRUE
2011,04/09/2023,5.6,107,12,EURO2,4,1800,1.4,0.059444444,2010-2016,0.2,0.08,-0.188111111,FALSE
2011,05/09/2023,0.13,1859,12,EURO2,4,1800,0.0325,1.032777778,2010-2016,0.2,-0.1935,0.006555556,FALSE
2011,06/09/2023,3.35,805,12,EURO2,4,1800,0.8375,0.447222222,2010-2016,0.2,-0.0325,-0.110555556,TRUE
2011,12/09/2023,2.93,704,12,EURO2,4,1800,0.7325,0.391111111,2010-2016,0.2,-0.0535,-0.121777778,TRUE
2011,06/11/2023,1.42,1919,12,EURO2,4,1800,0.355,1.066111111,2010-2016,0.2,-0.129,0.013222222,FALSE
2011,22/09/2023,6.51,378,12,EURO2,4,1800,1.6275,0.21,2010-2016,0.2,0.1255,-0.158,FALSE
2011,15/06/2023,2.95,0,12,EURO2,4,1800,0.7375,0,2010-2016,0.2,-0.0525,-0.2,TRUE
2011,08/09/2023,3.27,604,12,EURO2,4,1800,0.8175,0.335555556,2010-2016,0.2,-0.0365,-0.132888889,TRUE
2011,27/10/2023,2.86,917,12,EURO2,4,1800,0.715,0.509444444,2010-2016,0.2,-0.057,-0.098111111,TRUE
2011,07/03/2024,0.51,204,13,EURO2,4,1800,0.1275,0.113333333,2010-2016,0.2,-0.1745,-0.177333333,TRUE
2011,14/09/2023,0,1434,12,EURO2,4,1800,0,0.796666667,2010-2016,0.2,-0.2,-0.040666667,TRUE
2011,31/08/2023,2.92,391,12,EURO2,4,1800,0.73,0.217222222,2010-2016,0.2,-0.054,-0.156555556,TRUE
2011,15/12/2023,3.83,1036,12,EURO2,4,1800,0.9575,0.575555556,2010-2016,0.2,-0.0085,-0.084888889,TRUE
2011,18/03/2024,5.87,81,13,EURO2,4,1800,1.4675,0.045,2010-2016,0.2,0.0935,-0.191,FALSE
2011,05/09/2023,1.4,365,12,EURO2,4,1800,0.35,0.202777778,2010-2016,0.2,-0.13,-0.159444444,TRUE
2011,06/09/2023,0.92,104,12,EURO2,4,1800,0.23,0.057777778,2010-2016,0.2,-0.154,-0.188444444,TRUE
2011,25/01/2024,4.62,1756,13,EURO2,4,1800,1.155,0.975555556,2010-2016,0.2,0.031,-0.004888889,FALSE
2011,19/09/2023,0.21,4780,12,EURO2,4,1800,0.0525,2.655555556,2010-2016,0.2,-0.1895,0.331111111,FALSE
2011,29/08/2023,4.36,915,12,EURO2,4,1800,1.09,0.508333333,2010-2016,0.2,0.018,-0.098333333,FALSE
2011,16/09/2023,11.12,593,12,EURO2,4,1800,2.78,0.329444444,2010-2016,0.2,0.356,-0.134111111,FALSE
2011,31/08/2023,1.8,270,12,EURO2,4,1800,0.45,0.15,2010-2016,0.2,-0.11,-0.17,TRUE
2011,10/09/2023,5.54,391,12,EURO2,4,1800,1.385,0.217222222,2010-2016,0.2,0.077,-0.156555556,FALSE
2011,03/09/2023,0.11,782,12,EURO2,4,1800,0.0275,0.434444444,2010-2016,0.2,-0.1945,-0.113111111,TRUE
2011,06/09/2023,7.02,802,12,EURO2,4,1800,1.755,0.445555556,2010-2016,0.2,0.151,-0.110888889,FALSE
2011,06/10/2023,9.99,1433,12,EURO2,4,1800,2.4975,0.796111111,2010-2016,0.2,0.2995,-0.040777778,FALSE
2011,24/09/2024,8.43,738,13,EURO2,4,1800,2.1075,0.41,2010-2016,0.2,0.2215,-0.118,FALSE
2011,06/09/2023,3.14,243,12,EURO2,4,1800,0.785,0.135,2010-2016,0.2,-0.043,-0.173,TRUE
2011,14/08/2023,3.2,200,12,EURO2,4,1800,0.8,0.111111111,2010-2016,0.2,-0.04,-0.177777778,TRUE
2011,30/08/2023,1.06,105,12,EURO2,4,1800,0.265,0.058333333,2010-2016,0.2,-0.147,-0.188333333,TRUE
2011,17/07/2024,3.34,95,13,EURO2,4,1800,0.835,0.052777778,2010-2016,0.2,-0.033,-0.189444444,TRUE
2011,17/09/2023,7.59,2216,12,EURO2,4,1800,1.8975,1.231111111,2010-2016,0.2,0.1795,0.046222222,FALSE
2011,20/09/2023,0.03,26,12,EURO2,4,1800,0.0075,0.014444444,2010-2016,0.2,-0.1985,-0.197111111,TRUE
2011,16/08/2023,0.26,170,12,EURO2,4,1800,0.065,0.094444444,2010-2016,0.2,-0.187,-0.181111111,TRUE
2011,27/09/2023,0.43,495,12,EURO2,4,1800,0.1075,0.275,2010-2016,0.2,-0.1785,-0.145,TRUE
2011,10/10/2024,8.62,381,13,EURO2,4,1800,2.155,0.211666667,2010-2016,0.2,0.231,-0.157666667,FALSE
2011,27/10/2023,0,1675,12,EURO2,4,1800,0,0.930555556,2010-2016,0.2,-0.2,-0.013888889,TRUE
2011,29/03/2023,9.01,1184,12,EURO2,4,1800,2.2525,0.657777778,2010-2016,0.2,0.2505,-0.068444444,FALSE
2011,10/09/2023,8.5,515,12,EURO2,4,1800,2.125,0.286111111,2010-2016,0.2,0.225,-0.142777778,FALSE
2011,04/09/2023,6.59,391,12,EURO2,4,1800,1.6475,0.217222222,2010-2016,0.2,0.1295,-0.156555556,FALSE
2011,28/08/2023,0.47,638,12,EURO2,4,1800,0.1175,0.354444444,2010-2016,0.2,-0.1765,-0.129111111,TRUE
2011,11/10/2023,2.84,1579,12,EURO2,4,1800,0.71,0.877222222,2010-2016,0.2,-0.058,-0.024555556,TRUE
2011,29/07/2024,3.55,274,13,EURO2,4,1800,0.8875,0.152222222,2010-2016,0.2,-0.0225,-0.169555556,TRUE
2011,26/02/2025,9.99,2080,14,EURO2,4,1800,2.4975,1.155555556,2010-2016,0.2,0.2995,0.031111111,FALSE
2011,27/10/2023,3.93,311,12,EURO2,4,1800,0.9825,0.172777778,2010-2016,0.2,-0.0035,-0.165444444,TRUE
2011,02/09/2023,0.14,1009,12,EURO2,4,1800,0.035,0.560555556,2010-2016,0.2,-0.193,-0.087888889,TRUE
2011,19/09/2023,7.45,253,12,EURO2,4,1800,1.8625,0.140555556,2010-2016,0.2,0.1725,-0.171888889,FALSE
2011,16/10/2023,3.88,551,12,EURO2,4,1800,0.97,0.306111111,2010-2016,0.2,-0.006,-0.138777778,TRUE
2011,20/02/2025,5.1,76,14,EURO2,4,1800,1.275,0.042222222,2010-2016,0.2,0.055,-0.191555556,FALSE
2011,01/11/2023,3.26,145,12,EURO2,4,1800,0.815,0.080555556,2010-2016,0.2,-0.037,-0.183888889,TRUE
2011,05/07/2023,0.4,184,12,EURO2,4,1800,0.1,0.102222222,2010-2016,0.2,-0.18,-0.179555556,TRUE
2011,28/11/2023,2.891,665,12,EURO2,4,1800,0.72275,0.369444444,2010-2016,0.2,-0.05545,-0.126111111,TRUE
2011,01/11/2023,3.58,3466,12,EURO2,4,1800,0.895,1.925555556,2010-2016,0.2,-0.021,0.185111111,FALSE
2011,12/10/2023,10,805,12,EURO2,4,1800,2.5,0.447222222,2010-2016,0.2,0.3,-0.110555556,FALSE
2011,07/09/2023,1.36,579,12,EURO2,4,1800,0.34,0.321666667,2010-2016,0.2,-0.132,-0.135666667,TRUE
2011,23/08/2023,3.82,1939,12,EURO2,4,1800,0.955,1.077222222,2010-2016,0.2,-0.009,0.015444444,FALSE
2011,30/08/2023,9.2,1.998,12,EURO2,4,1800,2.3,0.00111,2010-2016,0.2,0.26,-0.199778,FALSE
2011,22/08/2023,8.91,1172,12,EURO2,4,1800,2.2275,0.651111111,2010-2016,0.2,0.2455,-0.069777778,FALSE
2011,20/06/2023,4.46,780,12,EURO2,4,1800,1.115,0.433333333,2010-2016,0.2,0.023,-0.113333333,FALSE
2011,27/08/2023,3.33,427,12,EURO2,4,1800,0.8325,0.237222222,2010-2016,0.2,-0.0335,-0.152555556,TRUE
2011,05/09/2023,1.9,1439,12,EURO2,4,1800,0.475,0.799444444,2010-2016,0.2,-0.105,-0.040111111,TRUE
2011,21/08/2023,1.5,1282,12,EURO2,4,1800,0.375,0.712222222,2010-2016,0.2,-0.125,-0.057555556,TRUE
2011,04/06/2024,7.23,389,13,EURO2,4,1800,1.8075,0.216111111,2010-2016,0.2,0.1615,-0.156777778,FALSE
2011,10/09/2023,9.8,265,12,EURO2,4,1800,2.45,0.147222222,2010-2016,0.2,0.29,-0.170555556,FALSE
2011,05/09/2023,3.99,490,12,EURO2,4,1800,0.9975,0.272222222,2010-2016,0.2,-0.0005,-0.145555556,TRUE
2011,30/08/2023,0.17,1450,12,EURO2,4,1800,0.0425,0.805555556,2010-2016,0.2,-0.1915,-0.038888889,TRUE
2011,27/06/2024,0.4,2670,13,EURO2,4,1800,0.1,1.483333333,2010-2016,0.2,-0.18,0.096666667,FALSE
2011,22/08/2023,4.1,1300,12,EURO2,4,1800,1.025,0.722222222,2010-2016,0.2,0.005,-0.055555556,FALSE
2011,23/09/2023,0.36,1203,12,EURO2,4,1800,0.09,0.668333333,2010-2016,0.2,-0.182,-0.066333333,TRUE
2011,11/10/2023,6,481,12,EURO2,4,1800,1.5,0.267222222,2010-2016,0.2,0.1,-0.146555556,FALSE
2011,28/08/2023,0.21,535,12,EURO2,4,1800,0.0525,0.297222222,2010-2016,0.2,-0.1895,-0.140555556,TRUE
2011,30/08/2023,1.21,120,12,EURO2,4,1800,0.3025,0.066666667,2010-2016,0.2,-0.1395,-0.186666667,TRUE
2011,19/09/2023,0.43,122,12,EURO2,4,1800,0.1075,0.067777778,2010-2016,0.2,-0.1785,-0.186444444,TRUE
2011,02/11/2023,10.4,273,12,EURO2,4,1800,2.6,0.151666667,2010-2016,0.2,0.32,-0.169666667,FALSE
2011,07/11/2023,5.76,4674,12,EURO2,4,1800,1.44,2.596666667,2010-2016,0.2,0.088,0.319333333,FALSE
2011,04/11/2023,4.08,541,12,EURO2,4,1800,1.02,0.300555556,2010-2016,0.2,0.004,-0.139888889,FALSE
2011,11/09/2023,7.73,286,12,EURO2,4,1800,1.9325,0.158888889,2010-2016,0.2,0.1865,-0.168222222,FALSE
2011,26/10/2023,0,572,12,EURO2,4,1800,0,0.317777778,2010-2016,0.2,-0.2,-0.136444444,TRUE
2011,08/02/2023,1.9,1.85,12,EURO2,4,1800,0.475,0.001027778,2010-2016,0.2,-0.105,-0.199794444,TRUE
2011,17/09/2023,8.37,6705,12,EURO2,4,1800,2.0925,3.725,2010-2016,0.2,0.2185,0.545,FALSE
2011,05/06/2023,7.2,622,12,EURO2,4,1800,1.8,0.345555556,2010-2016,0.2,0.16,-0.130888889,FALSE
2011,02/09/2023,1.3,99,12,EURO2,4,1800,0.325,0.055,2010-2016,0.2,-0.135,-0.189,TRUE
2011,29/08/2023,1.46,161,12,EURO2,4,1800,0.365,0.089444444,2010-2016,0.2,-0.127,-0.182111111,TRUE
2011,27/02/2023,6.63,443,12,EURO2,4,1800,1.6575,0.246111111,2010-2016,0.2,0.1315,-0.150777778,FALSE
2011,30/08/2023,1.76,267,12,EURO2,4,1800,0.44,0.148333333,2010-2016,0.2,-0.112,-0.170333333,TRUE
2011,28/08/2023,3.77,391,12,EURO2,4,1800,0.9425,0.217222222,2010-2016,0.2,-0.0115,-0.156555556,TRUE
2011,03/09/2023,4.22,495,12,EURO2,4,1800,1.055,0.275,2010-2016,0.2,0.011,-0.145,FALSE
2011,01/09/2023,3.06,283,12,EURO2,4,1800,0.765,0.157222222,2010-2016,0.2,-0.047,-0.168555556,TRUE
2011,16/09/2023,2.41,164,12,EURO2,4,1800,0.6025,0.091111111,2010-2016,0.2,-0.0795,-0.181777778,TRUE
2011,25/08/2023,8.72,293,12,EURO2,4,1800,2.18,0.162777778,2010-2016,0.2,0.236,-0.167444444,FALSE
2011,06/11/2024,0.45,249,13,EURO2,4,1800,0.1125,0.138333333,2010-2016,0.2,-0.1775,-0.172333333,TRUE
2011,31/10/2023,2.07,269,12,EURO2,4,1800,0.5175,0.149444444,2010-2016,0.2,-0.0965,-0.170111111,TRUE
2011,01/09/2024,3.49,1731,13,EURO2,4,1800,0.8725,0.961666667,2010-2016,0.2,-0.0255,-0.007666667,TRUE
2011,31/08/2023,2.18,329,12,EURO2,4,1800,0.545,0.182777778,2010-2016,0.2,-0.091,-0.163444444,TRUE
2011,09/09/2023,0.95,200,12,EURO2,4,1800,0.2375,0.111111111,2010-2016,0.2,-0.1525,-0.177777778,TRUE
2011,16/09/2023,3.23,381,12,EURO2,4,1800,0.8075,0.211666667,2010-2016,0.2,-0.0385,-0.157666667,TRUE
2011,07/08/2024,3.8,227,13,EURO2,4,1800,0.95,0.126111111,2010-2016,0.2,-0.01,-0.174777778,TRUE
