Tanggal,Kategori,Klasifikasi,Kelas,Bahan Bakar,Tahun Pembuatan,Sistem Pembakaran,CC,Tonnase,Jarak Tempuh,Opasitas,Tahun Uji,Usia Kendaraan,Baku Mutu Opasitas,Opasitas_ratio,segmen_tahun,Euro,alpha,Koreksi_Opasitas,LULUS/TIIDAK
18/05/2017,M,C,D1,Solar,2005,Diesel,3300,3.5,860011,18.9,2017,12,65,0.290769231,<2010,NON_EURO,0.3,-0.212769231,TRUE
05/07/2024 00:00,,C,,,2005,,,,,21.5,,19,65,0.330769231,<2010,NON_EURO,0.3,-0.200769231,TRUE
12/05/2016,M,C,D1,Solar,2005,Diesel,2500,3.5,7997,32.1,2016,11,65,0.493846154,<2010,NON_EURO,0.3,-0.151846154,TRUE
27/04/2016,M,C,D1,Solar,2005,Diesel,2500,3,64648,21.6,2016,11,65,0.332307692,<2010,NON_EURO,0.3,-0.200307692,TRUE
29/06/2022,M,C,D3,Solar,2005,Diesel,3661,20,170809,15.7,2022,17,65,0.241538462,<2010,NON_EURO,0.3,-0.227538461,TRUE
29/08/2023 00:00,,C,,,2005,,,,,44.6,,18,50,0.892,<2010,NON_EURO,0.3,-0.0324,TRUE
23/06/2022,M,C,D3,Solar,2005,Diesel,2500,20,412119,68.3,2022,17,65,1.050769231,<2010,NON_EURO,0.3,0.015230769,FALSE
23/04/2019,M,C,D1,Solar,2005,Diesel,2500,3,21425,63.8,2019,14,65,0.981538462,<2010,NON_EURO,0.3,-0.005538461,TRUE
07/09/2023 00:00,,C,,,2005,,,,,25,,18,50,0.5,<2010,NON_EURO,0.3,-0.15,TRUE
07/09/2023 00:00,,C,,,2005,,,,,22,,18,50,0.44,<2010,NON_EURO,0.3,-0.168,TRUE
10/05/2016,M,C,D1,Solar,2005,Diesel,3300,3.5,20012.473,63.2,2016,11,65,0.972307692,<2010,NON_EURO,0.3,-0.008307692,TRUE
17/09/2013,M,C,D1,Solar,2005,Diesel,3300,1,21521,48.1,2013,8,65,0.74,<2010,NON_EURO,0.3,-0.078,TRUE
11/09/2013,M,C,D1,Solar,2005,Diesel,2500,1,108103,36,2013,8,65,0.553846154,<2010,NON_EURO,0.3,-0.133846154,TRUE
07/10/2015,M,C,D1,Solar,2006,Diesel,2500,3.5,209399,25,2015,9,65,0.384615385,<2010,NON_EURO,0.3,-0.184615384,TRUE
16/05/2017,M,C,D1,Solar,2006,Diesel,2500,2,11892,44.4,2017,11,65,0.683076923,<2010,NON_EURO,0.3,-0.095076923,TRUE
22/05/2024 00:00,,C,,,2006,,,,,14.1,,18,65,0.216923077,<2010,NON_EURO,0.3,-0.234923077,TRUE
12/09/2013,M,C,D1,Solar,2006,Diesel,3998,1,219372,80.6,2013,7,65,1.24,<2010,NON_EURO,0.3,0.072,FALSE
04/10/2023 00:00,,C,,,2006,,,,,60,,17,65,0.923076923,<2010,NON_EURO,0.3,-0.023076923,TRUE
12/09/2013,M,C,D1,Solar,2006,Diesel,2494,1,288996,27.9,2013,7,65,0.429230769,<2010,NON_EURO,0.3,-0.171230769,TRUE
17/07/2019,M,C,D1,Solar,2006,Diesel,7700,3.5,21071,17.4,2019,13,65,0.267692308,<2010,NON_EURO,0.3,-0.219692308,TRUE
08/10/2015,M,C,D1,Solar,2006,Diesel,2800,2.5,233404,15.1,2015,9,65,0.232307692,<2010,NON_EURO,0.3,-0.230307692,TRUE
04/11/2023 00:00,,C,,,2006,,,,,32,,17,65,0.492307692,<2010,NON_EURO,0.3,-0.152307692,TRUE
12/11/2024 00:00,,C,,,2006,,,,,38,,18,65,0.584615385,<2010,NON_EURO,0.3,-0.124615385,TRUE
28/04/2016,M,C,D1,Solar,2006,Diesel,3000,3,106067,71.2,2016,10,65,1.095384615,<2010,NON_EURO,0.3,0.028615384,FALSE
17/09/2013,M,C,D1,Solar,2006,Diesel,2500,1,83542,42.2,2013,7,65,0.649230769,<2010,NON_EURO,0.3,-0.105230769,TRUE
05/09/2023 00:00,,C,,,2006,,,,,32.96,,17,50,0.6592,<2010,NON_EURO,0.3,-0.10224,TRUE
12/09/2013,M,C,D1,Solar,2006,Diesel,4570,1,124017,62.8,2013,7,65,0.966153846,<2010,NON_EURO,0.3,-0.010153846,TRUE
21/06/2022,M,C,D3,Solar,2006,Diesel,2500,20,338707,37,2022,16,65,0.569230769,<2010,NON_EURO,0.3,-0.129230769,TRUE
05/11/2023 00:00,,C,,,2006,,,,,10.8,,17,65,0.166153846,<2010,NON_EURO,0.3,-0.250153846,TRUE
22/05/2014,M,C,D3,Solar,2006,Diesel,2000,1000,57551,32.4,2014,8,65,0.498461538,<2010,NON_EURO,0.3,-0.150461539,TRUE
29/08/2023 00:00,,C,,,2006,,,,,23,,17,50,0.46,<2010,NON_EURO,0.3,-0.162,TRUE
05/11/2023 00:00,,C,,,2007,,,,,20,,16,65,0.307692308,<2010,NON_EURO,0.3,-0.207692308,TRUE
07/11/2023 00:00,,C,,,2007,,,,,11.8,,16,65,0.181538462,<2010,NON_EURO,0.3,-0.245538462,TRUE
18/09/2023 00:00,,C,,,2007,,,,,49.7,,16,50,0.994,<2010,NON_EURO,0.3,-0.0018,TRUE
07/10/2015,M,C,D1,Solar,2007,Diesel,2500,3.5,230774,92.2,2015,8,65,1.418461538,<2010,NON_EURO,0.3,0.125538461,FALSE
02/09/2023 00:00,,C,,,2007,,,,,23,,16,50,0.46,<2010,NON_EURO,0.3,-0.162,TRUE
26/04/2016,M,C,D1,Solar,2007,Diesel,2800,3,131459,56.7,2016,9,65,0.872307692,<2010,NON_EURO,0.3,-0.038307692,TRUE
25/08/2023 00:00,,C,,,2007,,,,,38,,16,50,0.76,<2010,NON_EURO,0.3,-0.072,TRUE
10/09/2013,M,C,D1,Solar,2007,Diesel,2500,1,46917,43,2013,6,65,0.661538462,<2010,NON_EURO,0.3,-0.101538461,TRUE
09/09/2023 00:00,,C,,,2007,,,,,30.4,,16,50,0.608,<2010,NON_EURO,0.3,-0.1176,TRUE
06/10/2015,M,C,D1,Solar,2007,Diesel,4000,3,168167,38,2015,8,65,0.584615385,<2010,NON_EURO,0.3,-0.124615385,TRUE
31/08/2023 00:00,,C,,,2007,,,,,39.4,,16,50,0.788,<2010,NON_EURO,0.3,-0.0636,TRUE
17/09/2013,M,C,D1,Solar,2007,Diesel,2500,3.5,158562,60.3,2013,6,65,0.927692308,<2010,NON_EURO,0.3,-0.021692308,TRUE
11/09/2013,M,C,D1,Solar,2007,Diesel,2477,1,149950,98.7,2013,6,65,1.518461538,<2010,NON_EURO,0.3,0.155538461,FALSE
11/09/2013,M,C,D1,Solar,2007,Diesel,2500,1,143149,20.7,2013,6,65,0.318461538,<2010,NON_EURO,0.3,-0.204461539,TRUE
26/08/2023 00:00,,C,,,2007,,,,,32,,16,50,0.64,<2010,NON_EURO,0.3,-0.108,TRUE
10/09/2013,M,C,D1,Solar,2007,Diesel,2500,1,476017,58.8,2013,6,65,0.904615385,<2010,NON_EURO,0.3,-0.028615384,TRUE
17/09/2013,M,C,D1,Solar,2007,Diesel,3800,1,71863,20,2013,6,65,0.307692308,<2010,NON_EURO,0.3,-0.207692308,TRUE
11/05/2016,M,C,D1,Solar,2007,Diesel,2800,3.5,201163,45.4,2016,9,65,0.698461538,<2010,NON_EURO,0.3,-0.090461539,TRUE
06/10/2015,M,C,D1,Solar,2007,Diesel,3900,3,118655,30.1,2015,8,65,0.463076923,<2010,NON_EURO,0.3,-0.161076923,TRUE
17/05/2017,M,C,D3,Solar,2007,Diesel,2000,20,16511,15.7,2017,10,65,0.241538462,<2010,NON_EURO,0.3,-0.227538461,TRUE
21/05/2014,M,C,D3,Solar,2007,Diesel,3000,1000,79335,26.6,2014,7,65,0.409230769,<2010,NON_EURO,0.3,-0.177230769,TRUE
08/10/2015,M,C,D1,Solar,2007,Diesel,4000,3,26991,37.6,2015,8,65,0.578461538,<2010,NON_EURO,0.3,-0.126461539,TRUE
19/09/2013,M,C,D1,Solar,2007,Diesel,2500,3.5,28700,27.2,2013,6,65,0.418461538,<2010,NON_EURO,0.3,-0.174461539,TRUE
05/12/2024 00:00,,C,,,2007,,,,,21.9,,17,65,0.336923077,<2010,NON_EURO,0.3,-0.198923077,TRUE
13/09/2023 00:00,,C,,,2007,,,,,10,,16,50,0.2,<2010,NON_EURO,0.3,-0.24,TRUE
25/09/2014,M,C,D3,Solar,2007,Diesel,3150,5200,13555,37.6,2014,7,65,0.578461538,<2010,NON_EURO,0.3,-0.126461539,TRUE
08/10/2015,M,C,D1,Solar,2007,Diesel,2800,2.5,144321,31.9,2015,8,65,0.490769231,<2010,NON_EURO,0.3,-0.152769231,TRUE
05/09/2023 00:00,,C,,,2007,,,,,23,,16,50,0.46,<2010,NON_EURO,0.3,-0.162,TRUE
20/11/2024 00:00,,C,,,2007,,,,,38,,17,65,0.584615385,<2010,NON_EURO,0.3,-0.124615385,TRUE
18/05/2016,M,C,D1,Solar,2007,Diesel,4000,3.5,118626,84.2,2016,9,65,1.295384615,<2010,NON_EURO,0.3,0.088615384,FALSE
06/10/2015,M,C,D1,Solar,2007,Diesel,4000,3,643118,60.3,2015,8,65,0.927692308,<2010,NON_EURO,0.3,-0.021692308,TRUE
12/10/2024 00:00,,C,,,2007,,,,,36,,17,65,0.553846154,<2010,NON_EURO,0.3,-0.133846154,TRUE
18/05/2017,M,C,D3,Solar,2007,Diesel,3300,33,487129,36.1,2017,10,65,0.555384615,<2010,NON_EURO,0.3,-0.133384616,TRUE
11/05/2016,M,C,D1,Solar,2007,Diesel,2500,3.5,157118,63.6,2016,9,65,0.978461538,<2010,NON_EURO,0.3,-0.006461539,TRUE
21/05/2014,M,C,D3,Solar,2007,Diesel,3000,1000,662972,23.8,2014,7,65,0.366153846,<2010,NON_EURO,0.3,-0.190153846,TRUE
16/05/2017,M,C,D3,Solar,2007,Diesel,2500,3.7,107046,36.1,2017,10,65,0.555384615,<2010,NON_EURO,0.3,-0.133384616,TRUE
18/05/2017,M,C,D3,Solar,2007,Diesel,3300,33,276789,37,2017,10,65,0.569230769,<2010,NON_EURO,0.3,-0.129230769,TRUE
06/08/2024 00:00,,C,,,2007,,,,,24,,17,65,0.369230769,<2010,NON_EURO,0.3,-0.189230769,TRUE
10/05/2016,M,C,D1,Solar,2007,Diesel,4000,3.5,20026.8162,11.7,2016,9,65,0.18,<2010,NON_EURO,0.3,-0.246,TRUE
05/11/2023 00:00,,C,,,2007,,,,,20,,16,65,0.307692308,<2010,NON_EURO,0.3,-0.207692308,TRUE
24/04/2018,M,C,D1,Solar,2007,Diesel,2000,1.5,133754,87.9,2018,11,65,1.352307692,<2010,NON_EURO,0.3,0.105692308,FALSE
18/09/2013,M,C,D1,Solar,2007,Diesel,2500,3.5,256700,76,2013,6,65,1.169230769,<2010,NON_EURO,0.3,0.050769231,FALSE
11/09/2013,M,C,D1,Solar,2007,Diesel,4000,1,89182,12.6,2013,6,65,0.193846154,<2010,NON_EURO,0.3,-0.241846154,TRUE
17/05/2017,M,C,D1,Solar,2007,Diesel,2500,3,15461,81.3,2017,10,65,1.250769231,<2010,NON_EURO,0.3,0.075230769,FALSE
16/05/2017,M,C,D3,Solar,2007,Diesel,3300,3.7,420329,47.1,2017,10,65,0.724615385,<2010,NON_EURO,0.3,-0.082615385,TRUE
07/10/2015,M,C,D1,Solar,2007,Diesel,2500,3.5,93125,90,2015,8,65,1.384615385,<2010,NON_EURO,0.3,0.115384616,FALSE
19/05/2016,M,C,D1,Solar,2007,Diesel,2500,3,355231,92,2016,9,65,1.415384615,<2010,NON_EURO,0.3,0.124615385,FALSE
27/09/2023 00:00,,C,,,2007,,,,,38,,16,50,0.76,<2010,NON_EURO,0.3,-0.072,TRUE
10/09/2013,M,C,D1,Solar,2007,Diesel,2500,1,111872,21,2013,6,65,0.323076923,<2010,NON_EURO,0.3,-0.203076923,TRUE
31/08/2023 00:00,,C,,,2007,,,,,9,,16,50,0.18,<2010,NON_EURO,0.3,-0.246,TRUE
06/10/2015,M,C,D1,Solar,2007,Diesel,4000,3,206939,27.8,2015,8,65,0.427692308,<2010,NON_EURO,0.3,-0.171692308,TRUE
18/05/2017,M,C,D3,Solar,2007,Diesel,3300,33,257921,17.9,2017,10,65,0.275384615,<2010,NON_EURO,0.3,-0.217384616,TRUE
17/09/2013,M,C,D1,Solar,2007,Diesel,3800,1,127058,42.8,2013,6,65,0.658461538,<2010,NON_EURO,0.3,-0.102461539,TRUE
19/05/2016,M,C,D1,Solar,2007,Diesel,4000,3,26766,75.4,2016,9,65,1.16,<2010,NON_EURO,0.3,0.048,FALSE
31/08/2023 00:00,,C,,,2007,,,,,23,,16,50,0.46,<2010,NON_EURO,0.3,-0.162,TRUE
08/10/2015,M,C,D1,Solar,2007,Diesel,3000,3,259555,24.5,2015,8,65,0.376923077,<2010,NON_EURO,0.3,-0.186923077,TRUE
22/05/2014,M,C,D3,Solar,2007,Diesel,2000,1000,164129,41.8,2014,7,65,0.643076923,<2010,NON_EURO,0.3,-0.107076923,TRUE
25/08/2023 00:00,,C,,,2007,,,,,37,,16,50,0.74,<2010,NON_EURO,0.3,-0.078,TRUE
07/10/2015,M,C,D1,Solar,2007,Diesel,4000,3.5,156728,49.7,2015,8,65,0.764615385,<2010,NON_EURO,0.3,-0.070615384,TRUE
10/10/2023 00:00,,C,,,2008,,,,,28,,15,65,0.430769231,<2010,NON_EURO,0.3,-0.170769231,TRUE
10/09/2013,M,C,D1,Solar,2008,Diesel,2500,1,121228,98,2013,5,65,1.507692308,<2010,NON_EURO,0.3,0.152307692,FALSE
29/04/2024 00:00,,C,,,2008,,,,,24,,16,65,0.369230769,<2010,NON_EURO,0.3,-0.189230769,TRUE
04/09/2023 00:00,,C,,,2008,,,,,10.9,,15,50,0.218,<2010,NON_EURO,0.3,-0.2346,TRUE
07/10/2015,M,C,D1,Solar,2008,Diesel,2500,3.5,8184,99.9,2015,7,65,1.536923077,<2010,NON_EURO,0.3,0.161076923,FALSE
09/10/2023 00:00,,C,,,2008,,,,,53,,15,65,0.815384615,<2010,NON_EURO,0.3,-0.055384615,TRUE
03/11/2023 00:00,,C,,,2008,,,,,20.4,,15,65,0.313846154,<2010,NON_EURO,0.3,-0.205846154,TRUE
06/10/2015,M,C,D1,Solar,2008,Diesel,3700,3,43813,95.6,2015,7,65,1.470769231,<2010,NON_EURO,0.3,0.141230769,FALSE
11/09/2013,M,C,D1,Solar,2008,Diesel,4000,1,125623,14.3,2013,5,65,0.22,<2010,NON_EURO,0.3,-0.234,TRUE
15/02/2024 00:00,,C,,,2008,,,,,12,,16,65,0.184615385,<2010,NON_EURO,0.3,-0.244615385,TRUE
23/08/2023 00:00,,C,,,2008,,,,,39.1,,15,50,0.782,<2010,NON_EURO,0.3,-0.0654,TRUE
12/09/2013,M,C,D1,Solar,2008,Diesel,3908,1,163803,33.8,2013,5,65,0.52,<2010,NON_EURO,0.3,-0.144,TRUE
28/11/2023 00:00,,C,,,2008,,,,,58.6,,15,65,0.901538462,<2010,NON_EURO,0.3,-0.029538462,TRUE
06/10/2023 00:00,,C,,,2008,,,,,15,,15,65,0.230769231,<2010,NON_EURO,0.3,-0.230769231,TRUE
22/08/2023 00:00,,C,,,2008,,,,,21,,15,50,0.42,<2010,NON_EURO,0.3,-0.174,TRUE
15/06/2022,M,C,D3,Solar,2008,Diesel,2200,20,171722,94,2022,14,65,1.446153846,<2010,NON_EURO,0.3,0.133846154,FALSE
23/04/2019,M,C,D1,Solar,2008,Diesel,2500,3,19760,10.7,2019,11,65,0.164615385,<2010,NON_EURO,0.3,-0.250615385,TRUE
18/09/2013,M,C,D1,Solar,2008,Diesel,3000,3.5,193100,97.2,2013,5,65,1.495384615,<2010,NON_EURO,0.3,0.148615385,FALSE
07/10/2015,M,C,D1,Solar,2008,Diesel,4000,3.5,146720,12,2015,7,65,0.184615385,<2010,NON_EURO,0.3,-0.244615385,TRUE
13/09/2023 00:00,,C,,,2008,,,,,4.1,,15,50,0.082,<2010,NON_EURO,0.3,-0.2754,TRUE
10/09/2013,M,C,D1,Solar,2008,Diesel,2700,1,1631027,22,2013,5,65,0.338461538,<2010,NON_EURO,0.3,-0.198461539,TRUE
10/09/2013,M,C,D1,Solar,2008,Diesel,4000,1,906600,15,2013,5,65,0.230769231,<2010,NON_EURO,0.3,-0.230769231,TRUE
18/09/2023 00:00,,C,,,2008,,,,,20.4,,15,50,0.408,<2010,NON_EURO,0.3,-0.1776,TRUE
18/09/2013,M,C,D1,Solar,2008,Diesel,2500,3.5,20106,42.4,2013,5,65,0.652307692,<2010,NON_EURO,0.3,-0.104307692,TRUE
06/10/2015,M,C,D1,Solar,2008,Diesel,3300,3,647611,34.7,2015,7,65,0.533846154,<2010,NON_EURO,0.3,-0.139846154,TRUE
29/03/2022,M,C,D3,Solar,2008,Diesel,3908,30,235110,27.3,2022,14,65,0.42,<2010,NON_EURO,0.3,-0.174,TRUE
11/07/2024 00:00,,C,,,2008,,,,,28.1,,16,65,0.432307692,<2010,NON_EURO,0.3,-0.170307692,TRUE
18/09/2023 00:00,,C,,,2008,,,,,25.6,,15,50,0.512,<2010,NON_EURO,0.3,-0.1464,TRUE
16/05/2017,M,C,D3,Solar,2008,Diesel,3300,3.7,392790,67.5,2017,9,65,1.038461538,<2010,NON_EURO,0.3,0.011538461,FALSE
31/03/2022,M,C,D3,Solar,2008,Diesel,2194,25,235961,10.16,2022,14,65,0.156307692,<2010,NON_EURO,0.3,-0.253107692,TRUE
16/11/2023 00:00,,C,,,2008,,,,,9.4,,15,65,0.144615385,<2010,NON_EURO,0.3,-0.256615385,TRUE
07/06/2023 00:00,,C,,,2008,,,,,17.4,,15,50,0.348,<2010,NON_EURO,0.3,-0.1956,TRUE
05/09/2023 00:00,,C,,,2008,,,,,25,,15,50,0.5,<2010,NON_EURO,0.3,-0.15,TRUE
05/06/2023 00:00,,C,,,2008,,,,,72.3,,15,50,1.446,<2010,NON_EURO,0.3,0.1338,FALSE
21/06/2022,M,C,D3,Solar,2008,Diesel,4009,40,270690,22,2022,14,65,0.338461538,<2010,NON_EURO,0.3,-0.198461539,TRUE
12/09/2013,M,C,D1,Solar,2008,Diesel,3908,1,84736,38.7,2013,5,65,0.595384615,<2010,NON_EURO,0.3,-0.121384616,TRUE
08/10/2015,M,C,D1,Solar,2008,Diesel,2500,3,146829,15.6,2015,7,65,0.24,<2010,NON_EURO,0.3,-0.228,TRUE
19/09/2023 00:00,,C,,,2008,,,,,28,,15,50,0.56,<2010,NON_EURO,0.3,-0.132,TRUE
04/09/2023 00:00,,C,,,2008,,,,,7.05,,15,50,0.141,<2010,NON_EURO,0.3,-0.2577,TRUE
17/05/2017,M,C,D3,Solar,2008,Diesel,2500,20,106270,62.2,2017,9,65,0.956923077,<2010,NON_EURO,0.3,-0.012923077,TRUE
28/04/2016,M,C,D1,Solar,2008,Diesel,2500,3,101575,96.4,2016,8,65,1.483076923,<2010,NON_EURO,0.3,0.144923077,FALSE
17/05/2016,M,C,D1,Solar,2008,Diesel,2700,3,69230,35.2,2016,8,65,0.541538462,<2010,NON_EURO,0.3,-0.137538461,TRUE
15/02/2025 00:00,,C,,,2008,,,,,9.6,,17,65,0.147692308,<2010,NON_EURO,0.3,-0.255692308,TRUE
31/10/2023 00:00,,C,,,2008,,,,,9.1,,15,65,0.14,<2010,NON_EURO,0.3,-0.258,TRUE
02/09/2023 00:00,,C,,,2008,,,,,34,,15,50,0.68,<2010,NON_EURO,0.3,-0.096,TRUE
06/09/2023 00:00,,C,,,2008,,,,,37,,15,50,0.74,<2010,NON_EURO,0.3,-0.078,TRUE
21/01/2023 00:00,,C,,,2008,,,,,8.8,,15,50,0.176,<2010,NON_EURO,0.3,-0.2472,TRUE
12/08/2024 00:00,,C,,,2008,,,,,29.8,,16,65,0.458461538,<2010,NON_EURO,0.3,-0.162461538,TRUE
12/09/2013,M,C,D1,Solar,2008,Diesel,2477,1,22941,23.4,2013,5,65,0.36,<2010,NON_EURO,0.3,-0.192,TRUE
18/07/2019,M,C,D1,Solar,2008,Diesel,3900,3.5,20182,12.4,2019,11,65,0.190769231,<2010,NON_EURO,0.3,-0.242769231,TRUE
06/10/2015,M,C,D1,Solar,2008,Diesel,2500,3,814321,63.1,2015,7,65,0.970769231,<2010,NON_EURO,0.3,-0.008769231,TRUE
30/03/2022,M,C,D3,Solar,2008,Diesel,3000,30,3000,23.8,2022,14,65,0.366153846,<2010,NON_EURO,0.3,-0.190153846,TRUE
02/05/2017,M,C,D1,Solar,2008,Diesel,4500,3,45131,68.6,2017,9,65,1.055384615,<2010,NON_EURO,0.3,0.016615384,FALSE
15/05/2024 00:00,,C,,,2008,,,,,14.3,,16,65,0.22,<2010,NON_EURO,0.3,-0.234,TRUE
18/09/2013,M,C,D1,Solar,2008,Diesel,2500,3.5,130500,39.5,2013,5,65,0.607692308,<2010,NON_EURO,0.3,-0.117692308,TRUE
01/09/2023 00:00,,C,,,2008,,,,,19.7,,15,50,0.394,<2010,NON_EURO,0.3,-0.1818,TRUE
02/11/2023 00:00,,C,,,2008,,,,,30,,15,65,0.461538462,<2010,NON_EURO,0.3,-0.161538462,TRUE
11/09/2013,M,C,D1,Solar,2008,Diesel,2477,1,145673,95.8,2013,5,65,1.473846154,<2010,NON_EURO,0.3,0.142153846,FALSE
03/07/2023 00:00,,C,,,2008,,,,,38,,15,50,0.76,<2010,NON_EURO,0.3,-0.072,TRUE
07/10/2015,M,C,D1,Solar,2008,Diesel,4000,3.5,16362,16.2,2015,7,65,0.249230769,<2010,NON_EURO,0.3,-0.225230769,TRUE
12/05/2016,M,C,D1,Solar,2008,Diesel,2500,3.5,26711,71.7,2016,8,65,1.103076923,<2010,NON_EURO,0.3,0.030923077,FALSE
14/06/2024 00:00,,C,,,2008,,,,,8,,16,65,0.123076923,<2010,NON_EURO,0.3,-0.263076923,TRUE
19/12/2023 00:00,,C,,,2008,,,,,14.5,,15,65,0.223076923,<2010,NON_EURO,0.3,-0.233076923,TRUE
07/11/2023 00:00,,C,,,2008,,,,,20,,15,65,0.307692308,<2010,NON_EURO,0.3,-0.207692308,TRUE
15/06/2022,M,C,D3,Solar,2008,Diesel,2500,20,54320,54.3,2022,14,65,0.835384615,<2010,NON_EURO,0.3,-0.049384615,TRUE
02/05/2017,M,C,D1,Solar,2008,Diesel,2500,3,435961,52.1,2017,9,65,0.801538462,<2010,NON_EURO,0.3,-0.059538461,TRUE
17/05/2017,M,C,D3,Solar,2008,Diesel,3300,5.1,39552,29.5,2017,9,65,0.453846154,<2010,NON_EURO,0.3,-0.163846154,TRUE
02/02/2024 00:00,,C,,,2008,,,,,3,,16,65,0.046153846,<2010,NON_EURO,0.3,-0.286153846,TRUE
08/10/2015,M,C,D1,Solar,2008,Diesel,2500,2.5,139544,16.7,2015,7,65,0.256923077,<2010,NON_EURO,0.3,-0.222923077,TRUE
16/05/2017,M,C,D3,Solar,2008,Diesel,2500,3.7,101214,15.6,2017,9,65,0.24,<2010,NON_EURO,0.3,-0.228,TRUE
12/09/2023 00:00,,C,,,2008,,,,,27,,15,50,0.54,<2010,NON_EURO,0.3,-0.138,TRUE
16/01/2023 00:00,,C,,,2008,,,,,20.3,,15,50,0.406,<2010,NON_EURO,0.3,-0.1782,TRUE
06/07/2022,M,C,D3,Solar,2008,Diesel,3907,35,334419,23.5,2022,14,65,0.361538462,<2010,NON_EURO,0.3,-0.191538461,TRUE
08/09/2023 00:00,,C,,,2008,,,,,38.2,,15,50,0.764,<2010,NON_EURO,0.3,-0.0708,TRUE
19/09/2013,M,C,D1,Solar,2008,Diesel,2800,1,22869,24,2013,5,65,0.369230769,<2010,NON_EURO,0.3,-0.189230769,TRUE
10/04/2023 00:00,,C,,,2008,,,,,27.8,,15,50,0.556,<2010,NON_EURO,0.3,-0.1332,TRUE
05/06/2023 00:00,,C,,,2008,,,,,35.4,,15,50,0.708,<2010,NON_EURO,0.3,-0.0876,TRUE
06/09/2023 00:00,,C,,,2008,,,,,37,,15,50,0.74,<2010,NON_EURO,0.3,-0.078,TRUE
14/11/2023 00:00,,C,,,2008,,,,,12.7,,15,65,0.195384615,<2010,NON_EURO,0.3,-0.241384615,TRUE
15/06/2022,M,C,D3,Solar,2008,Diesel,2771,30,167967,75,2022,14,65,1.153846154,<2010,NON_EURO,0.3,0.046153846,FALSE
11/05/2016,M,C,D1,Solar,2008,Diesel,3300,3.5,27026,17.4,2016,8,65,0.267692308,<2010,NON_EURO,0.3,-0.219692308,TRUE
04/12/2023 00:00,,C,,,2008,,,,,30.62,,15,65,0.471076923,<2010,NON_EURO,0.3,-0.158676923,TRUE
12/12/2023 00:00,,C,,,2008,,,,,65,,15,65,1,<2010,NON_EURO,0.3,0,TRUE
12/09/2023 00:00,,C,,,2008,,,,,39,,15,50,0.78,<2010,NON_EURO,0.3,-0.066,TRUE
08/09/2023 00:00,,C,,,2008,,,,,40.3,,15,50,0.806,<2010,NON_EURO,0.3,-0.0582,TRUE
10/10/2023 00:00,,C,,,2008,,,,,59.8,,15,65,0.92,<2010,NON_EURO,0.3,-0.024,TRUE
21/06/2022,M,C,D3,Solar,2008,Diesel,2500,20,56440,16.6,2022,14,65,0.255384615,<2010,NON_EURO,0.3,-0.223384616,TRUE
08/10/2015,M,C,D1,Solar,2008,Diesel,2800,2.5,213384,27.3,2015,7,65,0.42,<2010,NON_EURO,0.3,-0.174,TRUE
25/06/2019,M,C,D1,Solar,2008,Diesel,4200,2.5,19878,57.08,2019,11,65,0.878153846,<2010,NON_EURO,0.3,-0.036553846,TRUE
17/05/2016,M,C,D1,Solar,2008,Diesel,2500,3,20157,70.3,2016,8,65,1.081538462,<2010,NON_EURO,0.3,0.024461539,FALSE
02/11/2023 00:00,,C,,,2008,,,,,20.7,,15,65,0.318461538,<2010,NON_EURO,0.3,-0.204461538,TRUE
16/11/2023 00:00,,C,,,2008,,,,,21,,15,65,0.323076923,<2010,NON_EURO,0.3,-0.203076923,TRUE
03/02/2023 00:00,,C,,,2008,,,,,25.5,,15,50,0.51,<2010,NON_EURO,0.3,-0.147,TRUE
17/09/2013,M,C,D1,Solar,2008,Diesel,2500,1,52131,38.2,2013,5,65,0.587692308,<2010,NON_EURO,0.3,-0.123692308,TRUE
31/08/2023 00:00,,C,,,2008,,,,,42,,15,50,0.84,<2010,NON_EURO,0.3,-0.048,TRUE
02/09/2023 00:00,,C,,,2008,,,,,34,,15,50,0.68,<2010,NON_EURO,0.3,-0.096,TRUE
08/10/2015,M,C,D1,Solar,2008,Diesel,4000,3,92079,19.4,2015,7,65,0.298461538,<2010,NON_EURO,0.3,-0.210461539,TRUE
06/10/2015,M,C,D1,Solar,2008,Diesel,2500,3,208950,24.9,2015,7,65,0.383076923,<2010,NON_EURO,0.3,-0.185076923,TRUE
07/11/2023 00:00,,C,,,2008,,,,,25,,15,65,0.384615385,<2010,NON_EURO,0.3,-0.184615385,TRUE
03/05/2017,M,C,D1,Solar,2008,Diesel,2500,3,36311,26.3,2017,9,65,0.404615385,<2010,NON_EURO,0.3,-0.178615384,TRUE
07/10/2015,M,C,D1,Solar,2008,Diesel,2500,3,13798,100,2015,7,65,1.538461538,<2010,NON_EURO,0.3,0.161538461,FALSE
23/09/2014,M,C,D3,Solar,2008,Diesel,2800,1200,33407,76.3,2014,6,65,1.173846154,<2010,NON_EURO,0.3,0.052153846,FALSE
25/07/2018,M,C,D1,Solar,2008,Diesel,2500,3,77292,17.4,2018,10,65,0.267692308,<2010,NON_EURO,0.3,-0.219692308,TRUE
18/09/2023 00:00,,C,,,2008,,,,,15,,15,50,0.3,<2010,NON_EURO,0.3,-0.21,TRUE
08/09/2023 00:00,,C,,,2008,,,,,38.2,,15,50,0.764,<2010,NON_EURO,0.3,-0.0708,TRUE
