Tahun Pembuatan,Tanggal ,CO,HC,Usia Kendaraan,Euro,Baku Mutu CO,Baku Mutu HC,CO_ratio,HC_ratio,segmen_tahun,alpha,Koreksi_CO,Koreksi_HC,LULUS/TIDAK,,,,,,,
2007,23/08/2023,8.47,694,16,EURO2,5.5,2200,1.54,0.315454545,<2010,0.2,0.108,-0.136909091,FALSE,,,,,,,
2013,02/02/2023,4.43,570,10,EURO2,4,1800,1.1075,0.316666667,2010-2016,0.2,0.0215,-0.136666667,FALSE,,,,,,,
2013,31/08/2023,4.06,571,10,EURO2,4,1800,1.015,0.317222222,2010-2016,0.2,0.003,-0.136555556,FALSE,,,,,,,
2013,07/09/2023,4.35,571,10,EURO2,4,1800,1.0875,0.317222222,2010-2016,0.2,0.0175,-0.136555556,FALSE,,,,,,,
2013,05/09/2023,12.6,572,10,EURO2,4,1800,3.15,0.317777778,2010-2016,0.2,0.43,-0.136444444,FALSE,,,,,,,
2013,29/08/2023,6.37,576,10,EURO2,4,1800,1.5925,0.32,2010-2016,0.2,0.1185,-0.136,FALSE,,,,,,,
2007,13/09/2023,6.02,705,16,EURO2,5.5,2200,1.094545455,0.320454545,<2010,0.2,0.018909091,-0.135909091,FALSE,,,,,,,
2010,07/09/2023,4.45,578,13,EURO2,4,1800,1.1125,0.321111111,2010-2016,0.2,0.0225,-0.135777778,FALSE,,,,,,,
2013,12/11/2023,8.39,578,10,EURO2,4,1800,2.0975,0.321111111,2010-2016,0.2,0.2195,-0.135777778,FALSE,,,,,,,
2007,10/09/2023,5.67,707,16,EURO2,5.5,2200,1.030909091,0.321363636,<2010,0.2,0.006181818,-0.135727273,FALSE,,,,,,,
2013,24/08/2023,7.05,580,10,EURO2,4,1800,1.7625,0.322222222,2010-2016,0.2,0.1525,-0.135555556,FALSE,,,,,,,
2009,05/06/2023,8.24,711,14,EURO2,5.5,2200,1.498181818,0.323181818,<2010,0.2,0.099636364,-0.135363636,FALSE,,,,,,,
2010,22/05/2024,9.87,583,14,EURO2,4,1800,2.4675,0.323888889,2010-2016,0.2,0.2935,-0.135222222,FALSE,,,,,,,
2013,17/09/2023,12.2,583,10,EURO2,4,1800,3.05,0.323888889,2010-2016,0.2,0.41,-0.135222222,FALSE,,,,,,,
2012,10/09/2023,9.8,584,11,EURO2,4,1800,2.45,0.324444444,2010-2016,0.2,0.29,-0.135111111,FALSE,,,,,,,
2010,02/11/2023,6.71,587,13,EURO2,4,1800,1.6775,0.326111111,2010-2016,0.2,0.1355,-0.134777778,FALSE,,,,,,,
2012,30/08/2023,4.23,589,11,EURO2,4,1800,1.0575,0.327222222,2010-2016,0.2,0.0115,-0.134555556,FALSE,,,,,,,
2011,14/03/2023,5.35,590,12,EURO2,4,1800,1.3375,0.327777778,2010-2016,0.2,0.0675,-0.134444444,FALSE,,,,,,,
2007,08/09/2023,5.81,722,16,EURO2,5.5,2200,1.056363636,0.328181818,<2010,0.2,0.011272727,-0.134363636,FALSE,,,,,,,
2013,01/09/2023,7.27,593,10,EURO2,4,1800,1.8175,0.329444444,2010-2016,0.2,0.1635,-0.134111111,FALSE,,,,,,,
2011,02/05/2024,7.4,593,13,EURO2,4,1800,1.85,0.329444444,2010-2016,0.2,0.17,-0.134111111,FALSE,,,,,,,
2011,16/09/2023,11.12,593,12,EURO2,4,1800,2.78,0.329444444,2010-2016,0.2,0.356,-0.134111111,FALSE,,,,,,,
2012,06/08/2024,9.99,595,12,EURO2,4,1800,2.4975,0.330555556,2010-2016,0.2,0.2995,-0.133888889,FALSE,,,,,,,
2011,21/09/2023,5.61,596,12,EURO2,4,1800,1.4025,0.331111111,2010-2016,0.2,0.0805,-0.133777778,FALSE,,,,,,,
2012,12/09/2023,8.3,597,11,EURO2,4,1800,2.075,0.331666667,2010-2016,0.2,0.215,-0.133666667,FALSE,,,,,,,
2009,08/03/2023,8.19,736,14,EURO2,5.5,2200,1.489090909,0.334545455,<2010,0.2,0.097818182,-0.133090909,FALSE,,,,,,,
2012,21/11/2024,6.26,607,12,EURO2,4,1800,1.565,0.337222222,2010-2016,0.2,0.113,-0.132555556,FALSE,,,,,,,
2011,08/09/2023,4.11,611,12,EURO2,4,1800,1.0275,0.339444444,2010-2016,0.2,0.0055,-0.132111111,FALSE,,,,,,,
2010,30/08/2023,7.4,611,13,EURO2,4,1800,1.85,0.339444444,2010-2016,0.2,0.17,-0.132111111,FALSE,,,,,,,
2012,12/09/2023,4.35,615,11,EURO2,4,1800,1.0875,0.341666667,2010-2016,0.2,0.0175,-0.131666667,FALSE,,,,,,,
2010,08/09/2023,4.22,616,13,EURO2,4,1800,1.055,0.342222222,2010-2016,0.2,0.011,-0.131555556,FALSE,,,,,,,
2010,07/03/2023,5.94,617,13,EURO2,4,1800,1.485,0.342777778,2010-2016,0.2,0.097,-0.131444444,FALSE,,,,,,,
2012,16/10/2024,6.43,618,12,EURO2,4,1800,1.6075,0.343333333,2010-2016,0.2,0.1215,-0.131333333,FALSE,,,,,,,
2012,29/08/2023,4.38,622,11,EURO2,4,1800,1.095,0.345555556,2010-2016,0.2,0.019,-0.130888889,FALSE,,,,,,,
2011,05/06/2023,7.2,622,12,EURO2,4,1800,1.8,0.345555556,2010-2016,0.2,0.16,-0.130888889,FALSE,,,,,,,
2011,17/09/2023,5.4,623,12,EURO2,4,1800,1.35,0.346111111,2010-2016,0.2,0.07,-0.130777778,FALSE,,,,,,,
2013,30/08/2023,4.88,624,10,EURO2,4,1800,1.22,0.346666667,2010-2016,0.2,0.044,-0.130666667,FALSE,,,,,,,
2011,10/05/2023,4.35,630,12,EURO2,4,1800,1.0875,0.35,2010-2016,0.2,0.0175,-0.13,FALSE,,,,,,,
2011,24/11/2023,8.2,632,12,EURO2,4,1800,2.05,0.351111111,2010-2016,0.2,0.21,-0.129777778,FALSE,,,,,,,
2013,19/09/2023,6.14,635,10,EURO2,4,1800,1.535,0.352777778,2010-2016,0.2,0.107,-0.129444444,FALSE,,,,,,,
2013,04/09/2023,7.26,635,10,EURO2,4,1800,1.815,0.352777778,2010-2016,0.2,0.163,-0.129444444,FALSE,,,,,,,
2013,28/08/2023,7.26,635,10,EURO2,4,1800,1.815,0.352777778,2010-2016,0.2,0.163,-0.129444444,FALSE,,,,,,,
2012,29/08/2023,4.1,637,11,EURO2,4,1800,1.025,0.353888889,2010-2016,0.2,0.005,-0.129222222,FALSE,,,,,,,
2008,04/09/2023,9.85,781,15,EURO2,5.5,2200,1.790909091,0.355,<2010,0.2,0.158181818,-0.129,FALSE,,,,,,,
2012,31/08/2023,6.09,640,11,EURO2,4,1800,1.5225,0.355555556,2010-2016,0.2,0.1045,-0.128888889,FALSE,,,,,,,
2012,09/07/2024,4.91,653,12,EURO2,4,1800,1.2275,0.362777778,2010-2016,0.2,0.0455,-0.127444444,FALSE,,,,,,,
2013,25/08/2023,5.1,653,10,EURO2,4,1800,1.275,0.362777778,2010-2016,0.2,0.055,-0.127444444,FALSE,,,,,,,
2013,18/07/2023,7.43,655,10,EURO2,4,1800,1.8575,0.363888889,2010-2016,0.2,0.1715,-0.127222222,FALSE,,,,,,,
2012,20/11/2024,5,656,12,EURO2,4,1800,1.25,0.364444444,2010-2016,0.2,0.05,-0.127111111,FALSE,,,,,,,
2013,21/08/2023,8.5,656,10,EURO2,4,1800,2.125,0.364444444,2010-2016,0.2,0.225,-0.127111111,FALSE,,,,,,,
2012,28/02/2024,5.16,662,12,EURO2,4,1800,1.29,0.367777778,2010-2016,0.2,0.058,-0.126444444,FALSE,,,,,,,
2010,31/08/2023,4.44,665,13,EURO2,4,1800,1.11,0.369444444,2010-2016,0.2,0.022,-0.126111111,FALSE,,,,,,,
2013,02/09/2023,4.11,675,10,EURO2,4,1800,1.0275,0.375,2010-2016,0.2,0.0055,-0.125,FALSE,,,,,,,
2012,19/09/2023,6.02,676,11,EURO2,4,1800,1.505,0.375555556,2010-2016,0.2,0.101,-0.124888889,FALSE,,,,,,,
2013,12/06/2024,4.61,677,11,EURO2,4,1800,1.1525,0.376111111,2010-2016,0.2,0.0305,-0.124777778,FALSE,,,,,,,
2012,05/09/2023,5.29,679,11,EURO2,4,1800,1.3225,0.377222222,2010-2016,0.2,0.0645,-0.124555556,FALSE,,,,,,,
2012,09/09/2023,6.58,679,11,EURO2,4,1800,1.645,0.377222222,2010-2016,0.2,0.129,-0.124555556,FALSE,,,,,,,
2010,03/07/2024,9.07,679,14,EURO2,4,1800,2.2675,0.377222222,2010-2016,0.2,0.2535,-0.124555556,FALSE,,,,,,,
2013,28/08/2024,4.41,683,11,EURO2,4,1800,1.1025,0.379444444,2010-2016,0.2,0.0205,-0.124111111,FALSE,,,,,,,
2011,12/09/2023,9.99,683,12,EURO2,4,1800,2.4975,0.379444444,2010-2016,0.2,0.2995,-0.124111111,FALSE,,,,,,,
2013,05/06/2023,4.411,686,10,EURO2,4,1800,1.10275,0.381111111,2010-2016,0.2,0.02055,-0.123777778,FALSE,,,,,,,
2009,12/09/2023,6.4,843,14,EURO2,5.5,2200,1.163636364,0.383181818,<2010,0.2,0.032727273,-0.123363636,FALSE,,,,,,,
2012,30/08/2023,6.72,690,11,EURO2,4,1800,1.68,0.383333333,2010-2016,0.2,0.136,-0.123333333,FALSE,,,,,,,
2011,06/09/2023,8.17,695,12,EURO2,4,1800,2.0425,0.386111111,2010-2016,0.2,0.2085,-0.122777778,FALSE,,,,,,,
2012,14/10/2023,5.29,698,11,EURO2,4,1800,1.3225,0.387777778,2010-2016,0.2,0.0645,-0.122444444,FALSE,,,,,,,
2012,06/11/2023,6.32,699,11,EURO2,4,1800,1.58,0.388333333,2010-2016,0.2,0.116,-0.122333333,FALSE,,,,,,,
2012,07/09/2023,7,702,11,EURO2,4,1800,1.75,0.39,2010-2016,0.2,0.15,-0.122,FALSE,,,,,,,
2010,05/09/2023,4.21,707,13,EURO2,4,1800,1.0525,0.392777778,2010-2016,0.2,0.0105,-0.121444444,FALSE,,,,,,,
2012,26/09/2023,9.16,707,11,EURO2,4,1800,2.29,0.392777778,2010-2016,0.2,0.258,-0.121444444,FALSE,,,,,,,
2010,27/09/2023,7.03,709,13,EURO2,4,1800,1.7575,0.393888889,2010-2016,0.2,0.1515,-0.121222222,FALSE,,,,,,,
2011,02/09/2024,7.9,711,13,EURO2,4,1800,1.975,0.395,2010-2016,0.2,0.195,-0.121,FALSE,,,,,,,
2007,13/11/2023,8.14,870,16,EURO2,5.5,2200,1.48,0.395454545,<2010,0.2,0.096,-0.120909091,FALSE,,,,,,,
2008,23/10/2024,9.03,870,16,EURO2,5.5,2200,1.641818182,0.395454545,<2010,0.2,0.128363636,-0.120909091,FALSE,,,,,,,
2013,22/05/2024,6.25,716,11,EURO2,4,1800,1.5625,0.397777778,2010-2016,0.2,0.1125,-0.120444444,FALSE,,,,,,,
2010,05/09/2023,6.1,719,13,EURO2,4,1800,1.525,0.399444444,2010-2016,0.2,0.105,-0.120111111,FALSE,,,,,,,
2012,30/08/2023,7,719,11,EURO2,4,1800,1.75,0.399444444,2010-2016,0.2,0.15,-0.120111111,FALSE,,,,,,,
2012,02/09/2023,4.14,720,11,EURO2,4,1800,1.035,0.4,2010-2016,0.2,0.007,-0.12,FALSE,,,,,,,
2013,25/11/2024,7.79,723,11,EURO2,4,1800,1.9475,0.401666667,2010-2016,0.2,0.1895,-0.119666667,FALSE,,,,,,,
2013,14/12/2023,4.44,724,10,EURO2,4,1800,1.11,0.402222222,2010-2016,0.2,0.022,-0.119555556,FALSE,,,,,,,
2010,10/09/2023,4.9,729,13,EURO2,4,1800,1.225,0.405,2010-2016,0.2,0.045,-0.119,FALSE,,,,,,,
2011,14/09/2023,7.2,729,12,EURO2,4,1800,1.8,0.405,2010-2016,0.2,0.16,-0.119,FALSE,,,,,,,
2013,05/06/2023,7.79,729,10,EURO2,4,1800,1.9475,0.405,2010-2016,0.2,0.1895,-0.119,FALSE,,,,,,,
2010,28/08/2023,5.53,732,13,EURO2,4,1800,1.3825,0.406666667,2010-2016,0.2,0.0765,-0.118666667,FALSE,,,,,,,
2012,07/09/2024,4.98,733,12,EURO2,4,1800,1.245,0.407222222,2010-2016,0.2,0.049,-0.118555556,FALSE,,,,,,,
2011,17/10/2023,7.58,736,12,EURO2,4,1800,1.895,0.408888889,2010-2016,0.2,0.179,-0.118222222,FALSE,,,,,,,
2011,17/10/2023,7.58,736,12,EURO2,4,1800,1.895,0.408888889,2010-2016,0.2,0.179,-0.118222222,FALSE,,,,,,,
2010,10/09/2023,8,737,13,EURO2,4,1800,2,0.409444444,2010-2016,0.2,0.2,-0.118111111,FALSE,,,,,,,
2012,24/08/2024,6.065,738,12,EURO2,4,1800,1.51625,0.41,2010-2016,0.2,0.10325,-0.118,FALSE,,,,,,,
2011,24/09/2024,8.43,738,13,EURO2,4,1800,2.1075,0.41,2010-2016,0.2,0.2215,-0.118,FALSE,,,,,,,
2010,20/11/2023,8.12,740,13,EURO2,4,1800,2.03,0.411111111,2010-2016,0.2,0.206,-0.117777778,FALSE,,,,,,,
2013,11/09/2023,4.04,741,10,EURO2,4,1800,1.01,0.411666667,2010-2016,0.2,0.002,-0.117666667,FALSE,,,,,,,
2011,28/08/2023,5.04,741,12,EURO2,4,1800,1.26,0.411666667,2010-2016,0.2,0.052,-0.117666667,FALSE,,,,,,,
2013,23/02/2023,8.38,741,10,EURO2,4,1800,2.095,0.411666667,2010-2016,0.2,0.219,-0.117666667,FALSE,,,,,,,
2010,23/05/2023,11.6,741,13,EURO2,4,1800,2.9,0.411666667,2010-2016,0.2,0.38,-0.117666667,FALSE,,,,,,,
2009,09/07/2024,9.85,909,15,EURO2,5.5,2200,1.790909091,0.413181818,<2010,0.2,0.158181818,-0.117363636,FALSE,,,,,,,
2012,25/02/2025,6.73,745,13,EURO2,4,1800,1.6825,0.413888889,2010-2016,0.2,0.1365,-0.117222222,FALSE,,,,,,,
2012,22/08/2023,7.51,745,11,EURO2,4,1800,1.8775,0.413888889,2010-2016,0.2,0.1755,-0.117222222,FALSE,,,,,,,
2010,12/09/2023,7.78,746,13,EURO2,4,1800,1.945,0.414444444,2010-2016,0.2,0.189,-0.117111111,FALSE,,,,,,,
2012,08/09/2023,4.32,750,11,EURO2,4,1800,1.08,0.416666667,2010-2016,0.2,0.016,-0.116666667,FALSE,,,,,,,
2013,29/08/2023,8.77,753,10,EURO2,4,1800,2.1925,0.418333333,2010-2016,0.2,0.2385,-0.116333333,FALSE,,,,,,,
2009,06/09/2023,9.66,922,14,EURO2,5.5,2200,1.756363636,0.419090909,<2010,0.2,0.151272727,-0.116181818,FALSE,,,,,,,
2012,31/08/2023,4.45,757,11,EURO2,4,1800,1.1125,0.420555556,2010-2016,0.2,0.0225,-0.115888889,FALSE,,,,,,,
2012,13/11/2023,7.04,757,11,EURO2,4,1800,1.76,0.420555556,2010-2016,0.2,0.152,-0.115888889,FALSE,,,,,,,
2013,16/05/2023,4.4,760,10,EURO2,4,1800,1.1,0.422222222,2010-2016,0.2,0.02,-0.115555556,FALSE,,,,,,,
2013,31/08/2023,6.73,761,10,EURO2,4,1800,1.6825,0.422777778,2010-2016,0.2,0.1365,-0.115444444,FALSE,,,,,,,
2013,01/09/2023,12.4,765,10,EURO2,4,1800,3.1,0.425,2010-2016,0.2,0.42,-0.115,FALSE,,,,,,,
2013,01/09/2023,12.4,765,10,EURO2,4,1800,3.1,0.425,2010-2016,0.2,0.42,-0.115,FALSE,,,,,,,
2007,08/09/2023,7.17,936,16,EURO2,5.5,2200,1.303636364,0.425454545,<2010,0.2,0.060727273,-0.114909091,FALSE,,,,,,,
2013,12/09/2023,5.9,768,10,EURO2,4,1800,1.475,0.426666667,2010-2016,0.2,0.095,-0.114666667,FALSE,,,,,,,
2013,25/10/2023,7.29,775,10,EURO2,4,1800,1.8225,0.430555556,2010-2016,0.2,0.1645,-0.113888889,FALSE,,,,,,,
2008,05/06/2023,9.38,948,15,EURO2,5.5,2200,1.705454545,0.430909091,<2010,0.2,0.141090909,-0.113818182,FALSE,,,,,,,
2010,07/11/2023,34.32,778,13,EURO2,4,1800,8.58,0.432222222,2010-2016,0.2,1.516,-0.113555556,FALSE,,,,,,,
2013,25/09/2023,11.9,779,10,EURO2,4,1800,2.975,0.432777778,2010-2016,0.2,0.395,-0.113444444,FALSE,,,,,,,
2011,20/06/2023,4.46,780,12,EURO2,4,1800,1.115,0.433333333,2010-2016,0.2,0.023,-0.113333333,FALSE,,,,,,,
2009,26/09/2024,7.32,959,15,EURO2,5.5,2200,1.330909091,0.435909091,<2010,0.2,0.066181818,-0.112818182,FALSE,,,,,,,
2012,21/08/2023,4.04,789,11,EURO2,4,1800,1.01,0.438333333,2010-2016,0.2,0.002,-0.112333333,FALSE,,,,,,,
2010,02/10/2023,6.98,789,13,EURO2,4,1800,1.745,0.438333333,2010-2016,0.2,0.149,-0.112333333,FALSE,,,,,,,
2013,17/09/2023,4.4,791,10,EURO2,4,1800,1.1,0.439444444,2010-2016,0.2,0.02,-0.112111111,FALSE,,,,,,,
2012,06/11/2023,4,792,11,EURO2,4,1800,1,0.44,2010-2016,0.2,0,-0.112,FALSE,,,,,,,
2011,24/08/2024,6.994,794,13,EURO2,4,1800,1.7485,0.441111111,2010-2016,0.2,0.1497,-0.111777778,FALSE,,,,,,,
2010,10/09/2024,7.76,795,14,EURO2,4,1800,1.94,0.441666667,2010-2016,0.2,0.188,-0.111666667,FALSE,,,,,,,
2011,06/09/2023,7.02,802,12,EURO2,4,1800,1.755,0.445555556,2010-2016,0.2,0.151,-0.110888889,FALSE,,,,,,,
2013,11/09/2023,4.33,803,10,EURO2,4,1800,1.0825,0.446111111,2010-2016,0.2,0.0165,-0.110777778,FALSE,,,,,,,
2011,12/10/2023,10,805,12,EURO2,4,1800,2.5,0.447222222,2010-2016,0.2,0.3,-0.110555556,FALSE,,,,,,,
2008,14/09/2023,6.94,990,15,EURO2,5.5,2200,1.261818182,0.45,<2010,0.2,0.052363636,-0.11,FALSE,,,,,,,
2011,11/11/2024,6.45,812,13,EURO2,4,1800,1.6125,0.451111111,2010-2016,0.2,0.1225,-0.109777778,FALSE,,,,,,,
2010,04/09/2023,7.6,815,13,EURO2,4,1800,1.9,0.452777778,2010-2016,0.2,0.18,-0.109444444,FALSE,,,,,,,
2013,27/06/2024,7.88,815,11,EURO2,4,1800,1.97,0.452777778,2010-2016,0.2,0.194,-0.109444444,FALSE,,,,,,,
2012,24/08/2023,8.15,817,11,EURO2,4,1800,2.0375,0.453888889,2010-2016,0.2,0.2075,-0.109222222,FALSE,,,,,,,
2009,23/12/2023,6.52,1000,14,EURO2,5.5,2200,1.185454545,0.454545455,<2010,0.2,0.037090909,-0.109090909,FALSE,,,,,,,
2011,24/08/2023,8.12,822,12,EURO2,4,1800,2.03,0.456666667,2010-2016,0.2,0.206,-0.108666667,FALSE,,,,,,,
2013,31/08/2023,12.4,823,10,EURO2,4,1800,3.1,0.457222222,2010-2016,0.2,0.42,-0.108555556,FALSE,,,,,,,
2013,10/09/2023,4.76,825,10,EURO2,4,1800,1.19,0.458333333,2010-2016,0.2,0.038,-0.108333333,FALSE,,,,,,,
2012,08/09/2023,7,826,11,EURO2,4,1800,1.75,0.458888889,2010-2016,0.2,0.15,-0.108222222,FALSE,,,,,,,
2012,25/08/2023,9.99,826,11,EURO2,4,1800,2.4975,0.458888889,2010-2016,0.2,0.2995,-0.108222222,FALSE,,,,,,,
2013,04/09/2023,4.9,832,10,EURO2,4,1800,1.225,0.462222222,2010-2016,0.2,0.045,-0.107555556,FALSE,,,,,,,
2013,30/08/2023,5.6,832,10,EURO2,4,1800,1.4,0.462222222,2010-2016,0.2,0.08,-0.107555556,FALSE,,,,,,,
2013,20/07/2023,8.52,832,10,EURO2,4,1800,2.13,0.462222222,2010-2016,0.2,0.226,-0.107555556,FALSE,,,,,,,
2013,01/05/2023,4.69,833,10,EURO2,4,1800,1.1725,0.462777778,2010-2016,0.2,0.0345,-0.107444444,FALSE,,,,,,,
2007,29/08/2023,5.75,1024,16,EURO2,5.5,2200,1.045454545,0.465454545,<2010,0.2,0.009090909,-0.106909091,FALSE,,,,,,,
2007,05/10/2023,8.61,1026,16,EURO2,5.5,2200,1.565454545,0.466363636,<2010,0.2,0.113090909,-0.106727273,FALSE,,,,,,,
2012,23/05/2023,11.5,843,11,EURO2,4,1800,2.875,0.468333333,2010-2016,0.2,0.375,-0.106333333,FALSE,,,,,,,
2013,26/10/2023,5,846,10,EURO2,4,1800,1.25,0.47,2010-2016,0.2,0.05,-0.106,FALSE,,,,,,,
2012,06/09/2023,9.08,846,11,EURO2,4,1800,2.27,0.47,2010-2016,0.2,0.254,-0.106,FALSE,,,,,,,
2013,29/08/2023,6.19,848,10,EURO2,4,1800,1.5475,0.471111111,2010-2016,0.2,0.1095,-0.105777778,FALSE,,,,,,,
2011,14/09/2023,8.24,851,12,EURO2,4,1800,2.06,0.472777778,2010-2016,0.2,0.212,-0.105444444,FALSE,,,,,,,
2013,12/09/2023,4.28,854,10,EURO2,4,1800,1.07,0.474444444,2010-2016,0.2,0.014,-0.105111111,FALSE,,,,,,,
2011,20/06/2023,5.71,856,12,EURO2,4,1800,1.4275,0.475555556,2010-2016,0.2,0.0855,-0.104888889,FALSE,,,,,,,
2012,31/08/2023,4.52,858,11,EURO2,4,1800,1.13,0.476666667,2010-2016,0.2,0.026,-0.104666667,FALSE,,,,,,,
2010,03/12/2024,8.34,863,14,EURO2,4,1800,2.085,0.479444444,2010-2016,0.2,0.217,-0.104111111,FALSE,,,,,,,
2013,11/04/2023,5.5,867,10,EURO2,4,1800,1.375,0.481666667,2010-2016,0.2,0.075,-0.103666667,FALSE,,,,,,,
2013,06/09/2023,4.36,870,10,EURO2,4,1800,1.09,0.483333333,2010-2016,0.2,0.018,-0.103333333,FALSE,,,,,,,
2007,12/08/2024,6.42,1067,17,EURO2,5.5,2200,1.167272727,0.485,<2010,0.2,0.033454545,-0.103,FALSE,,,,,,,
2011,30/08/2023,4.43,881,12,EURO2,4,1800,1.1075,0.489444444,2010-2016,0.2,0.0215,-0.102111111,FALSE,,,,,,,
2010,31/08/2023,4.99,885,13,EURO2,4,1800,1.2475,0.491666667,2010-2016,0.2,0.0495,-0.101666667,FALSE,,,,,,,
2012,31/10/2023,6.99,887,11,EURO2,4,1800,1.7475,0.492777778,2010-2016,0.2,0.1495,-0.101444444,FALSE,,,,,,,
2011,01/09/2023,7.39,892,12,EURO2,4,1800,1.8475,0.495555556,2010-2016,0.2,0.1695,-0.100888889,FALSE,,,,,,,
2010,03/11/2023,8.22,893,13,EURO2,4,1800,2.055,0.496111111,2010-2016,0.2,0.211,-0.100777778,FALSE,,,,,,,
2011,29/08/2023,19.8,893,12,EURO2,4,1800,4.95,0.496111111,2010-2016,0.2,0.79,-0.100777778,FALSE,,,,,,,
2013,31/08/2023,6.85,897,10,EURO2,4,1800,1.7125,0.498333333,2010-2016,0.2,0.1425,-0.100333333,FALSE,,,,,,,
2012,07/09/2023,9.53,901,11,EURO2,4,1800,2.3825,0.500555556,2010-2016,0.2,0.2765,-0.099888889,FALSE,,,,,,,
2011,28/02/2024,9.99,902,13,EURO2,4,1800,2.4975,0.501111111,2010-2016,0.2,0.2995,-0.099777778,FALSE,,,,,,,
2013,26/09/2023,8.32,903,10,EURO2,4,1800,2.08,0.501666667,2010-2016,0.2,0.216,-0.099666667,FALSE,,,,,,,
2010,10/09/2023,9.33,903,13,EURO2,4,1800,2.3325,0.501666667,2010-2016,0.2,0.2665,-0.099666667,FALSE,,,,,,,
2012,23/08/2023,4.45,907,11,EURO2,4,1800,1.1125,0.503888889,2010-2016,0.2,0.0225,-0.099222222,FALSE,,,,,,,
2011,10/09/2023,10,911,12,EURO2,4,1800,2.5,0.506111111,2010-2016,0.2,0.3,-0.098777778,FALSE,,,,,,,
2011,29/08/2023,4.36,915,12,EURO2,4,1800,1.09,0.508333333,2010-2016,0.2,0.018,-0.098333333,FALSE,,,,,,,
2009,20/02/2025,6.54,1129,16,EURO2,5.5,2200,1.189090909,0.513181818,<2010,0.2,0.037818182,-0.097363636,FALSE,,,,,,,
2011,20/02/2025,8.16,926,14,EURO2,4,1800,2.04,0.514444444,2010-2016,0.2,0.208,-0.097111111,FALSE,,,,,,,
2010,19/09/2023,9.8,927,13,EURO2,4,1800,2.45,0.515,2010-2016,0.2,0.29,-0.097,FALSE,,,,,,,
2011,31/08/2023,4.35,928,12,EURO2,4,1800,1.0875,0.515555556,2010-2016,0.2,0.0175,-0.096888889,FALSE,,,,,,,
2012,10/09/2023,9.33,934,11,EURO2,4,1800,2.3325,0.518888889,2010-2016,0.2,0.2665,-0.096222222,FALSE,,,,,,,
2011,29/08/2023,10,936,12,EURO2,4,1800,2.5,0.52,2010-2016,0.2,0.3,-0.096,FALSE,,,,,,,
2008,08/11/2023,5.67,1145,15,EURO2,5.5,2200,1.030909091,0.520454545,<2010,0.2,0.006181818,-0.095909091,FALSE,,,,,,,
2009,31/08/2023,5.52,1151,14,EURO2,5.5,2200,1.003636364,0.523181818,<2010,0.2,0.000727273,-0.095363636,FALSE,,,,,,,
2012,07/09/2023,8.79,944,11,EURO2,4,1800,2.1975,0.524444444,2010-2016,0.2,0.2395,-0.095111111,FALSE,,,,,,,
2012,20/07/2023,10,949,11,EURO2,4,1800,2.5,0.527222222,2010-2016,0.2,0.3,-0.094555556,FALSE,,,,,,,
2011,14/02/2023,4,956,12,EURO2,4,1800,1,0.531111111,2010-2016,0.2,0,-0.093777778,FALSE,,,,,,,
2012,31/08/2023,7.11,956,11,EURO2,4,1800,1.7775,0.531111111,2010-2016,0.2,0.1555,-0.093777778,FALSE,,,,,,,
2013,22/08/2023,4.13,958,10,EURO2,4,1800,1.0325,0.532222222,2010-2016,0.2,0.0065,-0.093555556,FALSE,,,,,,,
2013,02/02/2023,4.34,958,10,EURO2,4,1800,1.085,0.532222222,2010-2016,0.2,0.017,-0.093555556,FALSE,,,,,,,
2013,28/11/2023,5.61,958,10,EURO2,4,1800,1.4025,0.532222222,2010-2016,0.2,0.0805,-0.093555556,FALSE,,,,,,,
2009,10/10/2023,9.21,1171,14,EURO2,5.5,2200,1.674545455,0.532272727,<2010,0.2,0.134909091,-0.093545455,FALSE,,,,,,,
2013,15/08/2024,9.34,960,11,EURO2,4,1800,2.335,0.533333333,2010-2016,0.2,0.267,-0.093333333,FALSE,,,,,,,
2010,07/09/2023,4.28,962,13,EURO2,4,1800,1.07,0.534444444,2010-2016,0.2,0.014,-0.093111111,FALSE,,,,,,,
2010,21/09/2023,7.22,962,13,EURO2,4,1800,1.805,0.534444444,2010-2016,0.2,0.161,-0.093111111,FALSE,,,,,,,
2010,23/06/2023,4.04,966,13,EURO2,4,1800,1.01,0.536666667,2010-2016,0.2,0.002,-0.092666667,FALSE,,,,,,,
2012,12/09/2023,5.4,968,11,EURO2,4,1800,1.35,0.537777778,2010-2016,0.2,0.07,-0.092444444,FALSE,,,,,,,
2013,21/03/2023,7.35,973,10,EURO2,4,1800,1.8375,0.540555556,2010-2016,0.2,0.1675,-0.091888889,FALSE,,,,,,,
2013,30/08/2023,12.1,973,10,EURO2,4,1800,3.025,0.540555556,2010-2016,0.2,0.405,-0.091888889,FALSE,,,,,,,
2013,28/08/2023,7.36,974,10,EURO2,4,1800,1.84,0.541111111,2010-2016,0.2,0.168,-0.091777778,FALSE,,,,,,,
2009,16/09/2023,7.65,1198,14,EURO2,5.5,2200,1.390909091,0.544545455,<2010,0.2,0.078181818,-0.091090909,FALSE,,,,,,,
2008,21/02/2024,9.91,1198,16,EURO2,5.5,2200,1.801818182,0.544545455,<2010,0.2,0.160363636,-0.091090909,FALSE,,,,,,,
